id_these;ID_hackathon_auteur;titre;nom_auteur;prenom_auteur;genre_auteur;annee_promo;sujet_date_min;sujet_date_max;url;id_hackaton;Places
ENCPOS_1991_05;h0581;Les domaines de la maison d’Évreux-Navarre en Normandie, 1298-1385;Charon;Philippe;male;1991;1903;1385;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_05;h0581;Normandie
ENCPOS_1991_06;h1000;L’abbaye de Saint-Quentin de Beauvais (XIe-XIIIe siècle);Dumont;Céline;female;1991;1902;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_06;h1000;abbaye de Saint-Quentin de Beauvais
ENCPOS_1991_07;h1116;La noblesse dans le diocèse de Carcassonne, du XVIe siècle à la Révolution;Fauré;Hélène;female;1991;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_07;h1116;diocèse de Carcassonne
ENCPOS_1991_10;h1300;La maison Briansiaux (1796-1803): aux origines d’une réussite commerciale;Georges;Nicolas;male;1991;1904;1803;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_10;h1300;maison Briansiaux
ENCPOS_1991_14;h1554;Assistance et assistés à l’hôpital général de Genève à la fin du XIVe siècle : les pauvres des régions limitrophes (1582-1592);Hochuli-Dubuis;Paule;female;1991;1904;1592;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_14;h1554;hôpital général de
ENCPOS_1991_15;h1627;La chambre des comptes de Lille (1477-1667) : l’institution et les hommes;Jean;Mireille;female;1991;1904;1667;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_15;h1627;de Lille
ENCPOS_1991_18;h2012;Chanoines, officiers et dignitaire du chapitre cathédrale de Cambrai (1357-1426). Étude prosopographique et institutionnelle;Lourme;Damien;male;1991;1903;1426;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_18;h2012;Chanoines
ENCPOS_1991_18;h2012;Chanoines, officiers et dignitaire du chapitre cathédrale de Cambrai (1357-1426). Étude prosopographique et institutionnelle;Lourme;Damien;male;1991;1903;1426;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_18;h2012;cathédrale de
ENCPOS_1991_19;h2484;La Sainte-Chapelle de Bourges, sa maîtrise et ses musiciens (XVe-XVIe siècles);Pilleboue;Frédérique;female;1991;1903;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_19;h2484;Sainte-Chapelle de Bourges
ENCPOS_1991_20;h2490;L’Abbaye-aux-Bois en Picardie. Édition et présentation du chartrier (1202-1341);Pipon;Brigitte;female;1991;1903;1341;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_20;h2490;Abbaye-aux-Bois
ENCPOS_1991_20;h2490;L’Abbaye-aux-Bois en Picardie. Édition et présentation du chartrier (1202-1341);Pipon;Brigitte;female;1991;1903;1341;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_20;h2490;Picardie
ENCPOS_1991_23;h2726;Un épisode de la présence britannique en France : les Jacobites à Paris et à Saint-Germain-en-Laye (1688-1715);Rouffaic;Nathalie;female;1991;1904;1715;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_23;h2726;France
ENCPOS_1991_23;h2726;Un épisode de la présence britannique en France : les Jacobites à Paris et à Saint-Germain-en-Laye (1688-1715);Rouffaic;Nathalie;female;1991;1904;1715;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_23;h2726;Paris
ENCPOS_1991_23;h2726;Un épisode de la présence britannique en France : les Jacobites à Paris et à Saint-Germain-en-Laye (1688-1715);Rouffaic;Nathalie;female;1991;1904;1715;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_23;h2726;Saint-Germain-en-Laye
ENCPOS_1991_24;h2828;Les archevêques de Bourges et le chapitre cathédral de 1482 à 1525;Sibille;Claire;female;1991;1904;1525;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_24;h2828;de Bourges
ENCPOS_1991_25;h2930;La France au Levant pendant l’ambassade du marquis de Bonnac (1716-1724);Thomet;Christophe;male;1991;1904;1724;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_25;h2930;France
ENCPOS_1991_25;h2930;La France au Levant pendant l’ambassade du marquis de Bonnac (1716-1724);Thomet;Christophe;male;1991;1904;1724;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1991_25;h2930;Levant
ENCPOS_1992_01;h0088;L’administration du Musée du Louvre et la politique d’acquisition sous la restauration (1816-1830);Baehler;Frédérique;female;1992;1904;1830;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_01;h0088;Musée du Louvre
ENCPOS_1992_03;h0181;Les vicomtes de Rouergue-Millau (Xe-XIe siècles);Belmon;Jérôme;male;1992;1902;1099;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_03;h0181;Rouergue
ENCPOS_1992_06;h0734;Le théâtre du Vaudeville de 1848 à 1869;Courtial;Florence;female;1992;1905;1869;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_06;h0734;théâtre du Vaudeville de 1848
ENCPOS_1992_07;h0934;Seigneurs en Île-de-France occidentale et en Haute-Normandie. Contributions à l’histoire des seigneurs de Montfort-l-Amaury, des comtes d’Évreux et de leur entourage au XIIe siècle et au début du XIIIe siècle;Dor;Marc-Antoine;male;1992;1903;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_07;h0934;Île-de-France
ENCPOS_1992_07;h0934;Seigneurs en Île-de-France occidentale et en Haute-Normandie. Contributions à l’histoire des seigneurs de Montfort-l-Amaury, des comtes d’Évreux et de leur entourage au XIIe siècle et au début du XIIIe siècle;Dor;Marc-Antoine;male;1992;1903;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_07;h0934;Haute-Normandie
ENCPOS_1992_07;h0934;Seigneurs en Île-de-France occidentale et en Haute-Normandie. Contributions à l’histoire des seigneurs de Montfort-l-Amaury, des comtes d’Évreux et de leur entourage au XIIe siècle et au début du XIIIe siècle;Dor;Marc-Antoine;male;1992;1903;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_07;h0934;Montfort-l
ENCPOS_1992_07;h0934;Seigneurs en Île-de-France occidentale et en Haute-Normandie. Contributions à l’histoire des seigneurs de Montfort-l-Amaury, des comtes d’Évreux et de leur entourage au XIIe siècle et au début du XIIIe siècle;Dor;Marc-Antoine;male;1992;1903;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_07;h0934;comtes d'Évreux
ENCPOS_1992_09;h1052;Les journaux d’agriculture pratique et d’économie rurale entre 1828 et 1848 : propagation des progrès agricole dans la France des notables;Duvigneau;Marion;female;1992;1905;1848;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_09;h1052;France
ENCPOS_1992_12;h1555;Justice et société dans le bailliage seigneurial de Saint-Denis en France pendant la seconde moitié du XVIIe siècle;Hofmann;Catherine;female;1992;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_12;h1555;de Saint-Denis
ENCPOS_1992_12;h1555;Justice et société dans le bailliage seigneurial de Saint-Denis en France pendant la seconde moitié du XVIIe siècle;Hofmann;Catherine;female;1992;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_12;h1555;France
ENCPOS_1992_14;h1816;L’activité de reliure-dorure à Paris au XVIe siècle (1560-1585);Le Bars;Fabienne;female;1992;1904;1585;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_14;h1816;Paris
ENCPOS_1992_17;h2082;Géographie féodale du Limousin (XIVe-XVe siècles) : li quatre vescomtat de Lemozi;Marcilloux;Patrice;male;1992;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_17;h2082;Lemozi
ENCPOS_1992_18;h2228;Les archives départementales du Tarn de 1790 à 1946 : constitution et mise en valeur d’un patrimoine écrit;Mollet;Vincent;male;1992;1904;1946;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_18;h2228;Tarn
ENCPOS_1992_20;h2639;L’état et l’expansion commerciale de la France. L’information économique extérieure, des consuls aux conseillers commerciaux (1681-1939);Ricard;Bruno;male;1992;1904;1939;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_20;h2639;France
ENCPOS_1992_21;h2664;Les chartes des évêques de Noyon, 1148-1221. Étude diplomatique et édition;Rinckenbach;Alexis;male;1992;1903;1221;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_21;h2664;Noyon
ENCPOS_1992_22;h2693;La lutte contre la tuberculose à Lille (1895-1940). Discours et réalité;Rogeaux;Nathalie;female;1992;1905;1940;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_22;h2693;Lille
ENCPOS_1992_23;h2864;La séparation des Églises et de l’État, une chance pour le protestantisme en France ? (1905-1912);Sengel;Catherine;female;1992;1905;1912;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1992_23;h2864;France
ENCPOS_1993_06;h0868;Les états du Dauphiné de 1579 à 1628;Denis;Marie-Laure;female;1993;1904;1628;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_06;h0868;états du Dauphiné
ENCPOS_1993_07;h1147;D’Après de Mannevilette, capitaine et hydrographe de la compagnie des Indes (1707-1780);Filliozat;Manonmani;female;1993;1904;1780;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_07;h1147;Mannevilette
ENCPOS_1993_10;h1540;Les fortifications de Paris au xixe siècle;Heurtel-Thuillier;Pascale;female;1993;1904;1899;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_10;h1540;Paris
ENCPOS_1993_11;h1564;L’abbaye de Saint-Denis-en-France aux XVIIe et XVIIIe siècles;Houdaille;Camille;female;1993;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_11;h1564;abbaye de Saint-Denis-en-France
ENCPOS_1993_12;h1952;Édition et étude du Defensorium mendicitatis contra Armachanum de William Woodford, O.F.M. (v. 1395);Lescuyer;Mathieu;male;1993;1903;1395;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_12;h1952;Defensorium
ENCPOS_1993_12;h1952;Édition et étude du Defensorium mendicitatis contra Armachanum de William Woodford, O.F.M. (v. 1395);Lescuyer;Mathieu;male;1993;1903;1395;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_12;h1952;O.F.M.
ENCPOS_1993_13;h2462;Stratégie familiale et société nobiliaire dans la chevalerie d’Empire de Franconie au XVIIIe siècle : l’exemple de Christoph Ludwig von Seckendorff (1709-1781);Peyronnet-Dryden, De;Florence;female;1993;1904;1781;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_13;h2462;Empire de Franconie
ENCPOS_1993_16;h2595;L’abbaye prémontrée de Bellelay  (1140-1420), histoire socio-économique d’une abbaye prémontrée jurassienne (précédée d’une analyse archivistique et diplomatique);Rebetez;Jean-Claude;male;1993;1903;1420;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_16;h2595;Bellelay
ENCPOS_1993_18;h2673;Château, châtellenies en Nouvelle Catalogne dans la région de Lérida de 1149 à 1213;Robain;Juliette;female;1993;1903;1213;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_18;h2673;Nouvelle Catalogne
ENCPOS_1993_18;h2673;Château, châtellenies en Nouvelle Catalogne dans la région de Lérida de 1149 à 1213;Robain;Juliette;female;1993;1903;1213;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_18;h2673;Lérida
ENCPOS_1993_22;h3023;Les Bénédictines à Paris aux XVIIe et XVIIIe siècles;Vergne;Anne;female;1993;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_22;h3023;Bénédictines
ENCPOS_1993_22;h3023;Les Bénédictines à Paris aux XVIIe et XVIIIe siècles;Vergne;Anne;female;1993;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_22;h3023;Paris
ENCPOS_1993_24;h3095;Étude de topographie parisienne : la censive de Saint-Martin-des-Champs à Paris, du XIIIe siècle au début du XVe siècle;Weiss;Valentine;female;1993;1903;1450;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_24;h3095;Saint-Martin-des-Champs
ENCPOS_1993_24;h3095;Étude de topographie parisienne : la censive de Saint-Martin-des-Champs à Paris, du XIIIe siècle au début du XVe siècle;Weiss;Valentine;female;1993;1903;1450;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1993_24;h3095;Paris
ENCPOS_1994_01;h0180;La coseigneurie de Caderousse au Moyen Âge;Bellon;Cécile;female;1994;1901;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_01;h0180;Caderousse
ENCPOS_1994_02;h0226;L’abbaye de Chaalis. Édition et présentation du chartrier (1136-1204);Berstein;Aline;female;1994;1903;1204;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_02;h0226;abbaye de Chaalis
ENCPOS_1994_03;h0250;Aspects de la mission de Lagarde, directeur général de la police de Toscane (octobre 1811-fevrier 1814);Beyeler;Christophe;male;1994;1904;1814;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_03;h0250;Lagarde
ENCPOS_1994_03;h0250;Aspects de la mission de Lagarde, directeur général de la police de Toscane (octobre 1811-fevrier 1814);Beyeler;Christophe;male;1994;1904;1814;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_03;h0250;Toscane
ENCPOS_1994_04;h0452;Le pouvoir au féminin. Une princesse en politique et son entourage : Yolande de Flandre, comtesse de Bar et dame de Cassel (1326-1395);Bubenicek;Michelle;female;1994;1903;1395;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_04;h0452;comtesse de
ENCPOS_1994_04;h0452;Le pouvoir au féminin. Une princesse en politique et son entourage : Yolande de Flandre, comtesse de Bar et dame de Cassel (1326-1395);Bubenicek;Michelle;female;1994;1903;1395;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_04;h0452;Bar
ENCPOS_1994_05;h0551;Une famille de financiers au XVIIe siècle : les Ardier, seigneurs de Beauregard;Chablat;Agnès;female;1994;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_05;h0551;Ardier
ENCPOS_1994_06;h0820;Édition  du chartrier de l’abbaye de Saint-Antoine-des-Champs (1191-1256);Delaforge-Marchand;Sandrine;female;1994;1903;1256;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_06;h0820;abbaye de Saint-Antoine-des-Champs
ENCPOS_1994_07;h0861;Le conservatoire de musique de Paris de 1871 à 1905 : tradition et renouveau;Demerliac;Bérengère;female;1994;1905;1905;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_07;h0861;conservatoire de musique de Paris
ENCPOS_1994_08;h0942;Les entreprises Léon Ballot de 1902 à 1961 : contribution d’une entreprise familiale à l’évolution des barrages-voûtes en France;Doux;Florence;female;1994;1905;1961;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_08;h0942;France
ENCPOS_1994_09;h0975;Les plus anciennes chartes en langue française conservées aux archives départementales du Doubs (1260-1271);Ducourtieux;Judith;female;1994;1903;1271;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_09;h0975;du Doubs
ENCPOS_1994_10;h1059;Les chapellenies à Notre-Dame de Paris (XIIe-XVIe siècle). Recherches historiques et archéologiques;Eldin;Grégoire;male;1994;1903;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_10;h1059;Notre-Dame de Paris
ENCPOS_1994_11;h1399;La liquidation de la Liste civile de Napoléon III (1870-1924);Granger;Catherine;female;1994;1905;1924;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_11;h1399;Liste civile de Napoléon III
ENCPOS_1994_13;h1488;Édition du cartulaire et du chartrier de l’archévêché de Besançon (1095-1268);Hagi;Anne-Claire;female;1994;1902;1268;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_13;h1488;de Besançon
ENCPOS_1994_14;h1681;L’abbaye de Saint-Antoine et ses préceptories dans les diocèses de Vienne et de Grenoble (XIVe-XVe siècles);Kinossian;Yves;male;1994;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_14;h1681;abbaye de Saint-Antoine
ENCPOS_1994_14;h1681;L’abbaye de Saint-Antoine et ses préceptories dans les diocèses de Vienne et de Grenoble (XIVe-XVe siècles);Kinossian;Yves;male;1994;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_14;h1681;Vienne
ENCPOS_1994_14;h1681;L’abbaye de Saint-Antoine et ses préceptories dans les diocèses de Vienne et de Grenoble (XIVe-XVe siècles);Kinossian;Yves;male;1994;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_14;h1681;Grenoble
ENCPOS_1994_15;h1889;La fabrique de la cathédrale de Rouen. Présentation et édition des comptes (1406-1458);Lefebvre;Emmanuelle;female;1994;1903;1458;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_15;h1889;cathédrale de Rouen
ENCPOS_1994_18;h2077;Le chapitre cathédral de Noyon (XIe-XIIIe siècle) : organisation, pouvoir et temporel;Marchand;Pierre;male;1994;1902;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_18;h2077;Noyon
ENCPOS_1994_21;h2566;Les Tabard, fabricants de tapisserie à Aubusson de 1869 à 1983;Quereux;Delphine;female;1994;1905;1983;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_21;h2566;Tabard
ENCPOS_1994_21;h2566;Les Tabard, fabricants de tapisserie à Aubusson de 1869 à 1983;Quereux;Delphine;female;1994;1905;1983;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_21;h2566;Aubusson
ENCPOS_1994_23;h2646;Les finances du duché d’Orléans et leur administration (1392-1440);Richard;Lisa;female;1994;1903;1440;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_23;h2646;duché d'Orléans
ENCPOS_1994_25;h2947;L’art de naviguer : hydrographie et cartographie marine en Normandie (1500-1650);Toulouse;Sarah;female;1994;1904;1650;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_25;h2947;Normandie
ENCPOS_1994_26;h2995;Joutes, tournois et pas d’armes dans les villes des Pays-Bas méridionaux à la fin du Moyen Âge (1380-1486);Van Den Neste;Évelyne;female;1994;1903;1486;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1994_26;h2995;Pays-Bas
ENCPOS_1995_01;h0252;Recherches sur la renaissance du vitrail en France au xixe siècle : l’atelier de peinture sur verre de la manufacture de Sèvres (1800-1854);Bezut;Karole;female;1995;1904;1854;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_01;h0252;France
ENCPOS_1995_01;h0252;Recherches sur la renaissance du vitrail en France au xixe siècle : l’atelier de peinture sur verre de la manufacture de Sèvres (1800-1854);Bezut;Karole;female;1995;1904;1854;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_01;h0252;Sèvres
ENCPOS_1995_02;h0286;La municipalité de Canton de Poitiers sous le Directoire (4 Brumaire an IV-28 Germinal an VIII);Blin;Claire;female;1995;1904;1800;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_02;h0286;Canton de Poitiers
ENCPOS_1995_04;h0409;Héraldique médiévale des évêques et de cardinaux français : l’exemple de quarante-six diocèses de la France du Nord et du Centre;Bouyé;Édouard;male;1995;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_04;h0409;France
ENCPOS_1995_04;h0409;Héraldique médiévale des évêques et de cardinaux français : l’exemple de quarante-six diocèses de la France du Nord et du Centre;Bouyé;Édouard;male;1995;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_04;h0409;Centre
ENCPOS_1995_05;h0451;La France et les “différends palatins” : l’intervention de Louis XIV dans la querelle du droit de Wildfang en Allemagne (1660-1674);Buat;Nicolas;male;1995;1904;1674;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_05;h0451;France
ENCPOS_1995_05;h0451;La France et les “différends palatins” : l’intervention de Louis XIV dans la querelle du droit de Wildfang en Allemagne (1660-1674);Buat;Nicolas;male;1995;1904;1674;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_05;h0451;Allemagne
ENCPOS_1995_08;h0887;Les capitaines en Rouergue à l’époque des guerres de Religion;Desachy-Delclos;Sylvie;female;1995;1904;1598;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_08;h0887;Rouergue
ENCPOS_1995_09;h0893;Le chapitre cathédral de Coutances aux XVe et XVIe siècles;Désiré, dit Gosset;Gilles;male;1995;1903;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_09;h0893;Coutances
ENCPOS_1995_10;h0929;Les écoles académiques de Valenciennes (1785-1914);Dollé;Catherine;female;1995;1904;1914;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_10;h0929;Valenciennes
ENCPOS_1995_12;h1145;Photographie et botanique en France de 1839 à 1914;Fieschi;Caroline;female;1995;1905;1914;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_12;h1145;France
ENCPOS_1995_13;h1184;La fin d’un duché-pairie : Sully-sur-Loire et les Béthune (1761-1807);Formont;Isabelle;female;1995;1904;1807;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_13;h1184;Sully-sur-Loire
ENCPOS_1995_13;h1184;La fin d’un duché-pairie : Sully-sur-Loire et les Béthune (1761-1807);Formont;Isabelle;female;1995;1904;1807;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_13;h1184;Béthune
ENCPOS_1995_14;h1192;Genèse d’un espace royal : le Bois de Vincennes du IXe au début du XVe siècle;Foucher;Jean-Pascal;male;1995;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_14;h1192;Bois de Vincennes
ENCPOS_1995_16;h1257;L’enseignement du latin en France au XVIIe siècle, à travers les textes théoriques et les grammaires;Gascard;Carole;female;1995;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_16;h1257;France
ENCPOS_1995_20;h1597;Genèse d’une institution coloniale : les communes mixtes en Algérie (1868-1881);Illiano;Marie-Odile;female;1995;1905;1881;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_20;h1597;Algérie
ENCPOS_1995_23;h1638;La Porte de Paris, du XIIIe au XVIe siècle. Étude topographique parisienne;Jezierski-Cartigny;Joëlle;female;1995;1903;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_23;h1638;Porte de Paris
ENCPOS_1995_24;h1910;Le livre de plantes en France au XVIIe siècle (1593-1708);Lemaire;Alice;female;1995;1904;1708;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_24;h1910;France
ENCPOS_1995_25;h1975;Les parfumeurs entre 1860 et 1910 d’après les marques, dessins et modèles déposés à Paris;Lheureux-Icard;Rosine;female;1995;1905;1910;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_25;h1975;Paris
ENCPOS_1995_26;h2142;Paul-Etienne Devilliers du Terrage, directeur général de la police en Hollande d’après sa correspondance (1811-1914) avec le ministère de la Police générale;Matrat;David;male;1995;1904;1914;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_26;h2142;Terrage
ENCPOS_1995_26;h2142;Paul-Etienne Devilliers du Terrage, directeur général de la police en Hollande d’après sa correspondance (1811-1914) avec le ministère de la Police générale;Matrat;David;male;1995;1904;1914;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_26;h2142;Hollande
ENCPOS_1995_28;h2470;La première Action catholique dans le diocèse de Vannes sous l’episcopat de Mgr Guraud (1906-1928);Picaud;Carine;female;1995;1905;1928;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_28;h2470;Vannes
ENCPOS_1995_29;h2482;“Les superbes et les humbles” entre la charité et le crédit populaire : le Mont-de-Piété de Paris (1777-1918);Piffault;Olivier;male;1995;1904;1918;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_29;h2482;Mont-de-Piété
ENCPOS_1995_29;h2482;“Les superbes et les humbles” entre la charité et le crédit populaire : le Mont-de-Piété de Paris (1777-1918);Piffault;Olivier;male;1995;1904;1918;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_29;h2482;Paris
ENCPOS_1995_31;h2717;André Le Nôtre et les jardins français du XVIIe siècle;Rostaing;Aurélia;female;1995;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_31;h2717;Nôtre
ENCPOS_1995_32;h2785;Clercs jurés, tabellions et notaires royaux à Châlons-sur-Marne au XVIe siècle, de la tonsure aux écritures;Sarazin;Jean-Yves;male;1995;1904;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_32;h2785;Châlons-sur-Marne
ENCPOS_1995_36;h3088;L’officialité épiscopale de Troyes à la fin du Moyen Âge (1390-1500);Walravens;Christelle;female;1995;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1995_36;h3088;Troyes
ENCPOS_1996_02;h0100;Le Libellus peregrinacionis tocius Terre sancte d’Amédée de Bouvier, o.f.m;Barbat;Philippe;male;1996;1903;1452;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_02;h0100;Terre
ENCPOS_1996_03;h0274;Les voyages d’Abel Dupetit-Thouars et les débuts de l’expansion française dans le Pacifique (1835-1845);Blais;Hélène;female;1996;1905;1845;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_03;h0274;Pacifique
ENCPOS_1996_04;h0299;Le chartrier de l’archévêché d’Arles (417-1202);Boeuf;Estelle;female;1996;1901;1202;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_04;h0299;Arles
ENCPOS_1996_05;h0503;La chambre mi-partie du parlement de Toulouse, dite chambre de l’Édit de Castres (1579-1679) : naissance et disparition  du privilège judiciaire des protestants en Languedoc;Capot;Stéphane;male;1996;1904;1679;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_05;h0503;Toulouse
ENCPOS_1996_05;h0503;La chambre mi-partie du parlement de Toulouse, dite chambre de l’Édit de Castres (1579-1679) : naissance et disparition  du privilège judiciaire des protestants en Languedoc;Capot;Stéphane;male;1996;1904;1679;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_05;h0503;Languedoc
ENCPOS_1996_06;h0541;La Conciergerie, une prison pendant la Révolution (1789-1793);Cédelle;Laure;female;1996;1904;1793;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_06;h0541;Conciergerie
ENCPOS_1996_10;h0746;L’exploitation de l’Opéra de Paris sous la monarchie de Juillet;Cras-Kleiber;Anne-Sophie;female;1996;1905;1848;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_10;h0746;Opéra de Paris
ENCPOS_1996_11;h0758;De grands barons dans le royaume de Sicile : les Sanseverino, comtes de Tricarico, princes de Bisignano (1309-1486);Cunnac;Sandrine;female;1996;1903;1486;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_11;h0758;royaume de Sicile
ENCPOS_1996_11;h0758;De grands barons dans le royaume de Sicile : les Sanseverino, comtes de Tricarico, princes de Bisignano (1309-1486);Cunnac;Sandrine;female;1996;1903;1486;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_11;h0758;Sanseverino
ENCPOS_1996_11;h0758;De grands barons dans le royaume de Sicile : les Sanseverino, comtes de Tricarico, princes de Bisignano (1309-1486);Cunnac;Sandrine;female;1996;1903;1486;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_11;h0758;comtes de Tricarico
ENCPOS_1996_14;h0886;Le chapitre cathédral de Rodez (v. 1350-v. 1450);Desachy;Mathieu;male;1996;1903;1450;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1996_14;h0886;Rodez
