,Unamed,Places,latitude,longitude,Lieux
447,608,Rouen ,49.4404591,1.0939658,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2003_16"" target=""_blank"">Les « sages marchans et bourgois de Rouen », de la Harelle à la conquête anglaise (1382-1418). « Un estat des gens tres necessaire ».</a></i>"
448,610,Rouergue,44.5743729,-0.0307225,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1995_08"" target=""_blank"">Les capitaines en Rouergue à l’époque des guerres de Religion</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_14"" target=""_blank"">Rapporter, discuter, diffuser : information et opinion à Saint-Affrique en Rouergue à la fin du Moyen Âge (c. 1380-c. 1480)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1931_16"" target=""_blank"">La vie municipale à Najac en Rouergue (XIIIe-XVe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1992_03"" target=""_blank"">Les vicomtes de Rouergue-Millau (Xe-XIe siècles)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1898_13"" target=""_blank"">Essai sur le commun de paix ou pezade dans le Rouergue et dans l’Albigeois</a></i>"
449,611,Roussillon,45.38185295,4.823268453888032,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1876_08"" target=""_blank"">L’ordre du Temple et la série de ses commandeurs en Roussillon</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1980_05"" target=""_blank"">Les fêtes religieuses en Roussillon du XVe au XVIIIe siècle</a></i>"
450,612,Rugles,48.8212529,0.7095443,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1949_19"" target=""_blank"">Histoire du bourg de Rugles jusqu’à la Révolution</a></i>"
451,615,Russie,64.6863136,97.7453061,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1983_05"" target=""_blank"">Les Français et la Russie dans la première moitié du XVIIIe siècle : la famille Delisle et les milieux savants</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2006_17"" target=""_blank"">La représentation diplomatique française en Russie dans la seconde moitié du XVIIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1963_04"" target=""_blank"">Le renouvellement des icônes en Russie aux XVIe et XVIIe siècles</a></i>"
452,616,République,48.8680102,2.3651079,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1985_08"" target=""_blank"">Cercles et sociétés de loisir à Paris au temps de la République conquérante (1870-1914)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_03"" target=""_blank"">Henri Queuille à Alger, ou la République en exil (août 1943-août 1944)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2012_20"" target=""_blank"">« Considérant le profond malaise qui règne chez les militants… ». Aspects de la critique et de la parole militante au Parti socialiste SFIO sous la ive République (1944-1958)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1976_14"" target=""_blank"">Frédéric Ozanam et la Seconde République</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2016_10"" target=""_blank"">Être professeur sous la Troisième République. Les enseignants du lycée de Rennes entre 1870 et 1914. Étude prosopographique</a></i>"
453,617,Sadroc,45.2827954,1.549259,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1972_23"" target=""_blank"">Quatre paroisses en bas Limousin au XVIIIe siècle : Allassac, Donzenac, Sadroc, Voutezac, étude économique et sociale</a></i>"
454,619,Saint-Affrique,43.9580035,2.8866641,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_14"" target=""_blank"">Rapporter, discuter, diffuser : information et opinion à Saint-Affrique en Rouergue à la fin du Moyen Âge (c. 1380-c. 1480)</a></i>"
455,620,Saint-Alyre,45.7861658,3.0817647,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2016_12"" target=""_blank"">L'abbaye bénédictine de Saint-Alyre, entre autorités épiscopale et monastiques (xiie-xvie siècle)</a></i>"
456,621,Saint-Amant-De-Boixe,45.7986577,0.1301224,
457,622,Saint-André-Des-Arts,48.8533737,2.3421249,
458,623,Saint-Antoine,46.7769229,6.3375836,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1963_02"" target=""_blank"">L’hôpital Saint-Antoine de la Charité de Pontorson (1644-1792)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_06"" target=""_blank"">Édition  du chartrier de l’abbaye de Saint-Antoine-des-Champs (1191-1256)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2007_24"" target=""_blank"">Les moniales de Saint-Antoine-des-Champs au XIIIe siècle. « Velut lucernas in loco caliginoso lucentes »</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_14"" target=""_blank"">L’abbaye de Saint-Antoine et ses préceptories dans les diocèses de Vienne et de Grenoble (XIVe-XVe siècles)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1931_07"" target=""_blank"">L’abbaye Saint-Antoine-des-Champs</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1962_01"" target=""_blank"">Les artisan décorateurs du bois au faubourg Saint-Antoine, sous le règne de Louis XIV, d’après les minutes des notaires parisiens</a></i>"
459,625,Saint-Augustin,48.78647995,3.023752542334148,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1928_12"" target=""_blank"">Les ermites de Saint-Augustin au début du XIVe siècle. Agostino Trionfo et ses théories politiques</a></i>"
460,626,Saint-Benoît-Sur-Loire,47.8101798,2.3069095,
461,627,Saint-Brieuc,48.5141134,-2.7603283,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1890_01"" target=""_blank"">Essai sur la chronique de Saint-Brieuc  (1839 avant J.C.-5 mai 1416)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1924_04"" target=""_blank"">Histoire des abbayes de Saint-Rion et de Beauport au diocèse de Saint-Brieuc depuis les origines jusqu’en 1630</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1925_15"" target=""_blank"">Jean de Malestroit, chancelier de Bretagne, évêque de Saint-Brieuc (1404-1419) et de Nantes (1419-1443)</a></i>"
462,628,Saint-Christophe,44.93044385,6.231403610161355,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1912_12"" target=""_blank"">Les compagnies de Saint-Christophe et des îles de l’Amérique (1626-1653)</a></i>"
463,629,Saint-Claude,46.3877989,5.8641501,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2009_17"" target=""_blank"">Au service d’un projet ambitieux. Les comptes de la fabrique de l’abbaye Saint-Oyend-de-Joux à Saint-Claude (1421-1446)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1884_11"" target=""_blank"">Fragments d’une étude sur l’Ancien Régime dans la terre de Saint-Claude</a></i>"
464,630,Saint-Cloud,48.8437412,2.219344,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_25"" target=""_blank"">Histoire rurale de la seigneurie de Saint-Cloud, Garches et Marnes aux XVIIe et XVIIIe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2011_14"" target=""_blank"">« Après qu’il s’est assemblé marchands fripiers, tapissiers, revendeurs et autres citoyens » Étude institutionnelle des ventes révolutionnaires du mobilier royal. Versailles, Marly, Saint-Cloud, Bellevue (1793-1795)</a></i>"
465,631,Saint-Corneille,48.0663752,0.3437644,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1909_01"" target=""_blank"">Compiègne depuis la fondation de Saint-Corneille jusqu’à l’abolition de la Commune (877-1319)</a></i>"
466,632,Saint-Denis,48.935773,2.3580232,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1992_12"" target=""_blank"">Justice et société dans le bailliage seigneurial de Saint-Denis en France pendant la seconde moitié du XVIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1993_11"" target=""_blank"">L’abbaye de Saint-Denis-en-France aux XVIIe et XVIIIe siècles</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1978_05"" target=""_blank"">Recherches sur les chroniques latines de Saint-Denis. Édition critique et commentaire de la Descriptio clavi et corone Domini, et de deux séries de textes relatifs à la légende carolingienne</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1955_03"" target=""_blank"">Les foires de Saint-Denis sous l’Ancien Régime</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2008_04"" target=""_blank"">Architecture et liturgie. Étude d’une interaction spatiale et mémorielle à Saint-Denis à l’époque gothique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1997_38"" target=""_blank"">Les comptes de la commanderie de Saint-Denis au XIIIe siècle : le souci de la mémoire</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2003_12"" target=""_blank"">Les études grecques à l’abbaye de Saint-Denis au XIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1953_04"" target=""_blank"">La ville de Saint-Denis du XIIIe siècle à la fin du XVIIe siècle. Étude topographique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1932_10"" target=""_blank"">Le temporel de l’abbaye de Saint-Denis dans la province ecclésiastique de Sens de 1151 à 1270</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1949_23"" target=""_blank"">La ville de Saint-Denis au XVIIIe siècle. Étude d’histoire économique</a></i>"
467,633,Saint-Domingue,18.4801972,-69.942111,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1986_08"" target=""_blank"">La cartographie de Saint-Domingue dans la seconde moitié du XVIIIe siècle (de 1763 à la Révolution)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_18"" target=""_blank"">Médecins et chirurgiens à Saint-Domingue au XVIIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1970_15"" target=""_blank"">La première assemblée coloniale révolutionnaire à Saint-Domingue : l’assemblée de Saint-Marc</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1957_17"" target=""_blank"">L’administration de Saint-Domingue sous le gouvernement du comte d Estaing (27 décembre 1763-8 juillet 1766)</a></i>"
468,635,Saint-Eloi,45.9313564,5.1527949,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1890_15"" target=""_blank"">Recherches sur l’histoire de l’abbaye de Saint-Maur-des-Fossés jusqu’à la réunion du prieuré de Saint-Eloi (639-1108)</a></i>"
469,638,Saint-Etienne,45.4401467,4.3873058,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1906_03"" target=""_blank"">Histoire de l’église collégiale Saint-Etienne de Troyes (1157-fin du XVIe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1942_12"" target=""_blank"">Saint-Etienne de Nevers et les églises romanes à nef et collatéraux éclairées et voûtées</a></i>"
470,639,Saint-Evroult,48.8083074,0.3150176,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1964_15"" target=""_blank"">Catalogue des plus anciens actes concernant le temporel français de Saint-Evroult (1050-1214)</a></i>"
471,640,Saint-Flour,45.7084425,3.5026164,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1947_15"" target=""_blank"">Saint-Flour pendant la guerre de Cent ans</a></i>"
472,641,Saint-Félix-De-Sorgues,43.8839271,2.9839899,
473,642,Saint-Germain-Des-Prés,45.3419501,0.9912891,
474,643,Saint-Germain-En-Laye,48.93560465,2.0917742569617808,
475,644,Saint-Germain-L'Auxerrois,48.8602112,2.336298884768224,
476,645,Saint-Gervais,45.18801855,5.500826735263212,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1900_12"" target=""_blank"">La paroisse Saint-Gervais depuis ses origines jusqu’au XVIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2016_17"" target=""_blank"">« Le Prix de la Gloire ». Création et commande artistiques autour d’une église à la Renaissance : Saint-Gervais-Saint-Protais de Gisors de 1515 à 1629</a></i>"
477,646,Saint-Gilles-Du-Gard,43.677007,4.4318488,
478,647,Saint-Jacques,43.9688227,6.3761968,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1978_08"" target=""_blank"">Les manuscrits des Jacobins de la rue Saint-Jacques d’après les inventaires révolutionnaires dressés pour les dépôts littéraires</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1924_13"" target=""_blank"">Histoire de la paroisse Saint-Jacques de la Boucherie des origines à 1600</a></i>"
479,648,Saint-Jean-D'Angély,45.9445958,-0.5195756,
480,649,Saint-Jean-De-Jérusalem,18.6712325,-72.2505436,
481,650,Saint-Julien,47.4019947,5.1364639,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1925_08"" target=""_blank"">Essai de restitution du Liber de honoribus Sancto Juliano collatis (cartulaire de Saint-Julien de Brioude)</a></i>"
482,651,Saint-Lazare,48.8757066,2.3278406,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1854_01"" target=""_blank"">Recherches historiques sur la maison de Saint-Lazare de Paris</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1968_09"" target=""_blank"">L’œuvre de Louvois en faveur des “officiers blessés et vieillis” : la réforme de l’ordre de Saint-Lazare-de-Jérusalem et son application dans le grand-prieuré de Normandie, 1672-1693</a></i>"
483,652,Saint-Lazare-De-Jérusalem,47.924869,2.011987813971249,
484,653,Saint-Lo,49.1157004,-1.0906637,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1874_04"" target=""_blank"">Étude historique sur la Maison-Dieu de Saint-Lo</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1929_09"" target=""_blank"">Le monastère de Saint-Louis de Poissy depuis la fondation (1304) jusqu’à l’institution de la congrégation gallicane (début du XVIe siècle)</a></i>"
485,654,Saint-Malo,48.649518,-2.0260409,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1948_10"" target=""_blank"">La guerre de course à Saint-Malo pendant les guerres de Louis XV</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1944_06"" target=""_blank"">Le clergé séculier du diocèse de Saint-Malo au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1938_08"" target=""_blank"">La guerre de course à Saint-Malo (1681-1715)</a></i>"
486,655,Saint-Marc,44.9014478,3.1911751,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1910_22"" target=""_blank"">Essai historique sur les origines et l’organisation de l’église Saint-Marcel de Paris (Ve siècle – 1597)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_03"" target=""_blank"">Le bourg Saint-Marcel à Paris des origines au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1970_15"" target=""_blank"">La première assemblée coloniale révolutionnaire à Saint-Domingue : l’assemblée de Saint-Marc</a></i>"
487,656,Saint-Marcel,49.0984117,1.454725,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1910_22"" target=""_blank"">Essai historique sur les origines et l’organisation de l’église Saint-Marcel de Paris (Ve siècle – 1597)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_03"" target=""_blank"">Le bourg Saint-Marcel à Paris des origines au XVIe siècle</a></i>"
488,657,Saint-Martial,44.6378919,-0.1758665,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1899_06"" target=""_blank"">L’abbaye de Saint-Martial de Limoges</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1967_04"" target=""_blank"">La décoration des manuscrits à Saint-Martial de Limoges et en Limousin (IXe-XIIe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1963_01"" target=""_blank"">Les prieurés de l’abbaye de Saint-Martial de Limoges</a></i>"
489,658,Saint-Martin-De-Tours,45.7027428,2.8288156,
490,659,Saint-Martin-Des-Champs,48.6701144,-1.3303759,
491,660,Saint-Merry,43.2002134,2.5646725,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1955_02"" target=""_blank"">Le quartier de Saint-Merry de Paris, des origines à la Révolution</a></i>"
492,661,Saint-Nicolas-Des-Champs,49.18384505,-0.3750124016012705,
493,662,Saint-Nicolas-Du-Port,48.7255088,4.5956893,
494,663,Saint-Omer,50.7515771,2.2534183,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2009_05"" target=""_blank"">Naissance et affirmation d’une collégiale. Notre-Dame de Saint-Omer, du début du IXe au début du XIIIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1869_02"" target=""_blank"">Prolégomènes du cartulaire de l’église Notre-Dame de Saint-Omer</a></i>"
495,664,Saint-Parize-Le-Châtel,46.8540409,3.1818103,
496,665,Saint-Paul-De-Vence,43.697972,7.1216304,
497,666,Saint-Pierre-Et-Miquelon,46.7832469,-56.195158907484085,
498,667,Saint-Pierre-Le-Moutier,46.7905584,3.1180359,
499,668,Saint-Pourçain,46.3074423,3.2899107,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1927_05"" target=""_blank"">Histoire de la ville de Saint-Pourçain (XIIe-XVIe siècle)</a></i>"
500,669,Saint-Pétersbourg,59.917857350000006,30.38061935702552,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2000_01"" target=""_blank"">L’académie impériale des beaux-arts de Saint-Pétersbourg (1757-1802). Du Moujik à l’artiste.</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2009_28"" target=""_blank"">L’ambassade de Caulaincourt à Saint-Pétersbourg (1807-1811). Représentation et négociations politiques durant l’alliance franco-russe</a></i>"
501,670,Saint-Quentin,49.8465253,3.2876843,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1991_06"" target=""_blank"">L’abbaye de Saint-Quentin de Beauvais (XIe-XIIIe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1960_04"" target=""_blank"">La monnaie de Saint-Quentin au temps de Charles VI et de Charles VII (1385-vers 1447)</a></i>"
502,671,Saint-Rion,43.93338835,-0.9441286797651828,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1925_03"" target=""_blank"">Histoire des abbayes de Saint-Rion et de Beauport, de leur fondation jusqu’à l’introduction de la réforme des Prémontrés dans Beauport, le 14 novembre 1630</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1924_04"" target=""_blank"">Histoire des abbayes de Saint-Rion et de Beauport au diocèse de Saint-Brieuc depuis les origines jusqu’en 1630</a></i>"
503,672,Saint-Sever,43.757456,-0.574187,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1996_30"" target=""_blank"">Saint-Sever, une abbaye dans la cité</a></i>"
504,676,Saint-Tropez,43.2727191,6.6405225,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1969_20"" target=""_blank"">Les noms de lieu des cantons de Grimaud et de Saint-Tropez (Var)</a></i>"
505,677,Saint-Vaast,50.4522661,4.1604745,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1970_11"" target=""_blank"">Le scriptorium de Saint-Vaast d’Arras des origines au XIIe siècle. Contribution à l’étude des notations neumatiques du nord de la France</a></i>"
506,678,Saint-Valery-Sur-Somme,50.1887006,1.6279147,
507,679,Saint-Étienne-Du-Mont,45.4534242,4.539405,
508,680,Sainte-Foy-La-Grande,44.8416496,0.214969,
509,682,Salins,48.43395935,3.0253024799850183,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1864_08"" target=""_blank"">Essai historique sur les origines de la gabelle et sur l’exploitation des salines de Lons-le-Saunier et de Salins jusqu’ au XIVe siècle</a></i>"
510,683,Salm,50.152507,6.6903569,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1949_01"" target=""_blank"">La principauté de Salm en Vosges, pendant la seconde moitié du XVIIIe siècle</a></i>"
511,685,Salon-De-Provence,43.6405237,5.0980225,
512,686,Sancerre,47.3307251,2.8390333,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1932_18"" target=""_blank"">L’abbaye de Saint-Satur sous Sancerre au diocèse de Bourges</a></i>"
513,687,Sannois,48.9717267,2.2568296,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1967_01"" target=""_blank"">Les vignerons de Sannois au XVIIIe siècle : étude démographique et sociale d’un village du Parisis</a></i>"
514,689,Sarlat,44.8879431,1.2161321,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1955_13"" target=""_blank"">Le rôle politique et religieux des évêques de Sarlat de 1519 à 1688</a></i>"
515,691,Savoie,45.494895150000005,6.384660381375652,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1888_08"" target=""_blank"">Essai sur l’histoire des relations diplomatiques de la France et de l’Angleterre pendant la seconde régence de Louise de Savoie (mars 1524-mai 1526)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1906_08"" target=""_blank"">Le Comte Vert (Amédée VI de Savoie). Sa politique extérieure au Nord des Alpes</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_10"" target=""_blank"">Les relations diplomatiques entre la France et la Savoie (1559-1580)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1967_21"" target=""_blank"">Conflans en Savoie et son mandement du XIIe au XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1931_22"" target=""_blank"">Étude sur les relations de louis XI avec la Savoie</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1971_07"" target=""_blank"">L’établissement de la maison de Savoie au sud du Léman, la châtellenie d’Allinges-Thonon (XIIe siècle – 1536)</a></i>"
516,694,Sedan,49.7033759,4.9433409,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1895_06"" target=""_blank"">Essai sur Robert II de la Marck, seigneur de Sedan, mort en 1536</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_27"" target=""_blank"">L’Église réformée de Sedan jusqu’au rattachement de la principauté à la France (1562-1642)</a></i>"
517,695,Seine,48.7308806,2.444754,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2004_11"" target=""_blank"">La construction navale maritime et fluviale dans l’estuaire de la Seine (seconde moitié du XVIe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1972_09"" target=""_blank"">Le cartulaire de l’abbaye de Saint-Seine : introduction historique et édition critique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1972_06"" target=""_blank"">Les plus anciennes chartes en langue française de l’Aube et de la Seine-et-Marne</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_10"" target=""_blank"">Les invasions normandes entre Loire et Seine (840-930). Leurs répercussions sur les établissements monastiques</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1906_17"" target=""_blank"">Étude archéologique des ruines de l’abbaye de Jumièges (Seine inférieure)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1874_02"" target=""_blank"">Droits de navigation sur la Seine du xie au XIVe siècle, depuis la Roche-Guyon jusqu’à Paris</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1920_05"" target=""_blank"">Le port de Grève et le commerce de la Seine jusqu’à la fin du XVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2015_18"" target=""_blank"">Les bibliothèques populaires du département de la Seine (1861-1945)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_21"" target=""_blank"">La côte de Seine-Inférieure (milieu du xixe siècle – 1940) : naissance et développement d’une économie balnéaire</a></i>"
518,696,Seine-Et-Marne,48.61902069999999,3.0418157506708345,
519,697,Senlis,50.5331612,2.1523287,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1878_06"" target=""_blank"">Essai sur l’histoire de Senlis au Moyen Âge</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_01"" target=""_blank"">La cathédrale de Senlis : étude archéologique</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1900_11"" target=""_blank"">Étude sur les forêts du bailliage de Senlis</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1945_12"" target=""_blank"">Le chapitre cathédral de Senlis de 1139 à 1516</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2002_03"" target=""_blank"">Notre-Dame de Senlis : une cathédrale au coeur de la cité</a></i>"
520,698,Senlis ,50.5331612,2.1523287,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_01"" target=""_blank"">La cathédrale de Senlis : étude archéologique</a></i>"
